NODE_ID,ARS_ID,정류소명,X좌표,Y좌표,정류소타입,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
102000001,03001,한강대교북단.LG유플러스,126.9631209528,37.5240499441,중앙차로,11030730,한강로동,11030,용산구
102000002,03002,한강대교북단.LG유플러스,126.9631848403,37.5243060629,중앙차로,11030730,한강로동,11030,용산구
102000003,03003,신용산역,126.966207,37.527293,중앙차로,11030730,한강로동,11030,용산구
102000004,03004,신용산역,126.9666192358,37.527920489,중앙차로,11030730,한강로동,11030,용산구
102000005,03005,용산우체국,126.9702350163,37.5314970129,중앙차로,11030730,한강로동,11030,용산구
102000006,03006,용산우체국,126.9705640624,37.5320503694,중앙차로,11030730,한강로동,11030,용산구
102000007,03007,삼각지역.전쟁기념관,126.9736858311,37.5351801399,중앙차로,11030730,한강로동,11030,용산구
102000008,03008,삼각지역.전쟁기념관,126.9741608708,37.5359845015,중앙차로,11030730,한강로동,11030,용산구
102000009,03009,숙대입구역,126.9725377982,37.543295633,중앙차로,11030530,남영동,11030,용산구
102000010,03010,숙대입구역,126.9722320769,37.5437560216,중앙차로,11030530,남영동,11030,용산구
102000011,03011,갈월동,126.9722373211,37.5509755993,중앙차로,11030530,남영동,11030,용산구
102000012,03012,갈월동,126.9717081909,37.5495337218,중앙차로,11030530,남영동,11030,용산구
102000018,03110,남영역.민주화운동기념관,126.9719271804,37.542006922,일반차로,11030530,남영동,11030,용산구
102000019,03111,남영역.민주화운동기념관,126.972069,37.541823,일반차로,11030530,남영동,11030,용산구
102000026,03119,신용산역3번출구,126.9673497525,37.5288895698,일반차로,11030730,한강로동,11030,용산구
102000317,03120,서울드래곤시티,126.9630603924,37.5321566887,일반차로,11030730,한강로동,11030,용산구
102000318,03121,용산역3번출구.용산차고지,126.9642145682,37.5318079061,일반차로,11030730,한강로동,11030,용산구
102000029,03122,한강대교북단,126.963570714,37.5249689864,일반차로,11030730,한강로동,11030,용산구
102000030,03124,서계동.서울역공항철도15번출구,126.9693404702,37.5524743044,일반차로,11030530,남영동,11030,용산구
102000031,03125,서계동,126.969221961,37.5516704971,일반차로,11030710,청파동,11030,용산구
102000032,03126,청파동,126.9701219815,37.5489916168,일반차로,11030710,청파동,11030,용산구
102000033,03127,청파시장,126.9698626298,37.548679027,일반차로,11030710,청파동,11030,용산구
102000034,03128,숙대입구역.청파동주민센터,126.9707772395,37.5453812474,일반차로,11030710,청파동,11030,용산구
102000035,03129,숙대입구역.청파동주민센터,126.9704188578,37.5454861572,일반차로,11030710,청파동,11030,용산구
102000036,03130,남영역.민주화운동기념관,126.971032,37.540813,일반차로,11030530,남영동,11030,용산구
102000037,03131,남영역.민주화운동기념관,126.9706761392,37.5405702704,일반차로,11030720,원효로1동,11030,용산구
102000038,03132,용산전자상가17동,126.9660271002,37.5337792589,일반차로,11030730,한강로동,11030,용산구
102000039,03133,용산전자상가19동,126.9657072039,37.5335134935,일반차로,11030730,한강로동,11030,용산구
102000040,03134,용산전자상가10동,126.9619640523,37.5332725045,일반차로,11030720,원효로1동,11030,용산구
102000041,03135,용산전자상가12동,126.9621689745,37.5330574076,일반차로,11030730,한강로동,11030,용산구
102000042,03136,용산전자상가.전자랜드,126.9583252146,37.5327790559,일반차로,11030730,한강로동,11030,용산구
102000043,03137,용산전자상가.전자랜드,126.9583363743,37.5330561177,일반차로,11030570,원효로2동,11030,용산구
102000044,03138,원효대교북단,126.956110982,37.5319853728,일반차로,11030730,한강로동,11030,용산구
102000045,03139,용산경찰서,126.9691858135,37.5405032098,가로변시간,11030720,원효로1동,11030,용산구
102000046,03140,용산경찰서,126.9690615428,37.5399994643,가로변시간,11030720,원효로1동,11030,용산구
102000047,03141,용산꿈나무종합타운.원효로우체국,126.9669290534,37.5386139009,가로변시간,11030720,원효로1동,11030,용산구
102000048,03142,용산e편한세상,126.9654677888,37.5374620591,가로변전일,11030720,원효로1동,11030,용산구
102000049,03143,남정초등학교,126.9636632444,37.5363187485,가로변시간,11030720,원효로1동,11030,용산구
102000050,03144,원효로2가,126.9629911361,37.536237441,가로변전일,11030720,원효로1동,11030,용산구
102000051,03145,원효로2가사거리,126.9610704217,37.5349338369,가로변시간,11030720,원효로1동,11030,용산구
102000052,03146,원효로3가,126.9581798302,37.5340407624,가로변시간,11030570,원효로2동,11030,용산구
102000053,03147,원효로3가,126.9583248022,37.5337957151,일반차로,11030570,원효로2동,11030,용산구
102000054,03148,용암초등학교입구.이태원주공아파트,126.9886645749,37.5441159432,일반차로,11030520,용산2가동,11030,용산구
102000055,03149,이태원동남산대림아파트.용산동아파트,126.9874799728,37.5398743674,가로변시간,11030660,이태원2동,11030,용산구
102000056,03150,용산한신아파트,126.9871086322,37.5398054732,일반차로,11030520,용산2가동,11030,용산구
102000057,03151,해방촌,126.986609087,37.537817739,일반차로,11030520,용산2가동,11030,용산구
102000058,03152,국군재정관리단,126.9868496115,37.5373177108,일반차로,11030660,이태원2동,11030,용산구
102000059,03153,용산구청,126.991163,37.530303,일반차로,11030650,이태원1동,11030,용산구
102000060,03154,용산구청,126.9911698907,37.5294095764,일반차로,11030520,용산2가동,11030,용산구
102000061,03155,한강중학교,126.9921715396,37.5254587536,일반차로,11030690,서빙고동,11030,용산구
102000062,03156,한강중학교,126.9924287738,37.5245025908,일반차로,11030690,서빙고동,11030,용산구
102000063,03157,서빙고역1번출구,126.9899502397,37.5200464191,일반차로,11030690,서빙고동,11030,용산구
102000064,03158,장충단로입구,127.002202,37.545795,일반차로,11030740,한남동,11030,용산구
