시설종류,기준,게이트_WKT
학교,폴리곤50m,"POLYGON ((126.974425 37.546162, 126.974411 37.54619, 126.974396 37.546232, 126.974386 37.546276, 126.974377 37.546329, 126.974373 37.546372, 126.974374 37.546415, 126.97438 37.546458, 126.974391 37.5465, 126.974407 37.546541, 126.974428 37.546581, 126.974453 37.546619, 126.974483 37.546655, 126.974517 37.546688, 126.974555 37.546719, 126.974597 37.546746, 126.974641 37.546771, 126.974689 37.546791, 126.974741 37.546812, 126.974793 37.54683, 126.974846 37.546843, 126.974901 37.546853, 126.974957 37.546857, 126.975013 37.546858, 126.975069 37.546854, 126.975124 37.546846, 126.975178 37.546833, 126.97523 37.546816, 126.975279 37.546795, 126.975326 37.546771, 126.97537 37.546743, 126.975409 37.546711, 126.975445 37.546677, 126.975476 37.546639, 126.975503 37.5466, 126.975524 37.546559, 126.97554 37.546516, 126.975551 37.546472, 126.975611 37.546143, 126.975613 37.546125, 126.975614 37.546122, 126.975635 37.546016, 126.975638 37.546002, 126.975644 37.545976, 126.975675 37.545785, 126.975676 37.545783, 126.975699 37.545743, 126.975716 37.545702, 126.975728 37.545659, 126.975735 37.545616, 126.975736 37.545572, 126.975732 37.545529, 126.975723 37.545485, 126.975709 37.545443, 126.97569 37.545402, 126.975666 37.545363, 126.975637 37.545326, 126.975604 37.545291, 126.975566 37.545259, 126.975525 37.54523, 126.975481 37.545205, 126.975434 37.545183, 126.975384 37.545164, 126.975332 37.54515, 126.975279 37.545139, 126.975225 37.545133, 126.97517 37.545131, 126.975115 37.545133, 126.97509 37.545136, 126.975073 37.545136, 126.975018 37.545141, 126.974964 37.545149, 126.974911 37.545162, 126.97486 37.545179, 126.974812 37.5452, 126.974766 37.545224, 126.974724 37.545252, 126.974685 37.545283, 126.97465 37.545317, 126.974619 37.545354, 126.974593 37.545392, 126.974572 37.545433, 126.974555 37.545475, 126.974544 37.545518, 126.97453 37.545592, 126.97453 37.545595, 126.974476 37.545888, 126.974425 37.546162))"
학교,폴리곤50m,"POLYGON ((126.976623 37.546459, 126.976677 37.546466, 126.976732 37.54647, 126.976786 37.546469, 126.976841 37.546463, 126.976894 37.546454, 126.976946 37.546441, 126.976996 37.546423, 126.977044 37.546402, 126.977089 37.546377, 126.977131 37.546349, 126.977169 37.546318, 126.977204 37.546284, 126.977234 37.546248, 126.977259 37.546209, 126.97728 37.546169, 126.977295 37.546127, 126.977306 37.546084, 126.977311 37.546054, 126.977317 37.546011, 126.977317 37.545967, 126.977311 37.545924, 126.977301 37.545882, 126.977285 37.54584, 126.977265 37.5458, 126.97724 37.545762, 126.97721 37.545725, 126.977176 37.545692, 126.977139 37.54566, 126.977097 37.545632, 126.977053 37.545608, 126.977005 37.545586, 126.976956 37.545569, 126.976904 37.545555, 126.976851 37.545545, 126.976797 37.54554, 126.976743 37.545539, 126.976688 37.545541, 126.976635 37.545548, 126.976618 37.545551, 126.976566 37.545562, 126.976515 37.545576, 126.976467 37.545595, 126.976421 37.545617, 126.976377 37.545642, 126.976337 37.545671, 126.976301 37.545703, 126.976268 37.545737, 126.97624 37.545773, 126.976216 37.545812, 126.976203 37.545835, 126.976184 37.545876, 126.976169 37.545919, 126.97616 37.545962, 126.976156 37.546006, 126.976158 37.54605, 126.976165 37.546094, 126.976177 37.546137, 126.976195 37.546179, 126.976218 37.546219, 126.976245 37.546257, 126.976277 37.546293, 126.976314 37.546327, 126.976354 37.546357, 126.976398 37.546384, 126.976444 37.546408, 126.976494 37.546427, 126.976546 37.546443, 126.976599 37.546455, 126.976623 37.546459))"
학교,폴리곤50m,"POLYGON ((126.981022 37.551295, 126.981008 37.551309, 126.981006 37.55131, 126.980976 37.551334, 126.980975 37.551334, 126.980929 37.551359, 126.980885 37.551386, 126.980846 37.551418, 126.98081 37.551452, 126.980779 37.551488, 126.980752 37.551527, 126.98073 37.551568, 126.980714 37.55161, 126.980703 37.551654, 126.980697 37.551698, 126.980696 37.551742, 126.980702 37.551786, 126.980712 37.55183, 126.980728 37.551872, 126.980749 37.551913, 126.980775 37.551953, 126.980787 37.551969, 126.980824 37.552012, 126.980866 37.552052, 126.980878 37.552061, 126.980914 37.552088, 126.980952 37.552113, 126.980993 37.552134, 126.981023 37.552149, 126.981071 37.55217, 126.981122 37.552187, 126.981175 37.5522, 126.98123 37.552209, 126.981285 37.552213, 126.98134 37.552213, 126.981369 37.552211, 126.981391 37.552221, 126.98147 37.552256, 126.981475 37.552259, 126.981518 37.552277, 126.981566 37.552296, 126.981616 37.552311, 126.981667 37.552322, 126.98172 37.552329, 126.981773 37.552332, 126.981826 37.552332, 126.981879 37.552327, 126.981931 37.552318, 126.981982 37.552306, 126.982032 37.552289, 126.982131 37.552252, 126.982133 37.552251, 126.98241 37.552145, 126.982451 37.552128, 126.98251 37.552101, 126.982557 37.552076, 126.982601 37.552048, 126.982642 37.552017, 126.982678 37.551982, 126.982709 37.551945, 126.982736 37.551905, 126.982758 37.551864, 126.982774 37.551821, 126.982785 37.551777, 126.98279 37.551732, 126.98279 37.551687, 126.982784 37.551643, 126.982773 37.551599, 126.982756 37.551556, 126.982734 37.551515, 126.982707 37.551475, 126.982675 37.551438, 126.982639 37.551404, 126.982572 37.551348, 126.982384 37.551186, 126.982263 37.551082, 126.98226 37.551079, 126.982219 37.551045, 126.98218 37.551014, 126.982137 37.550987, 126.982091 37.550963, 126.982042 37.550943, 126.981992 37.550927, 126.981939 37.550915, 126.981885 37.550906, 126.981831 37.550902, 126.981776 37.550903, 126.981721 37.550907, 126.981668 37.550916, 126.981615 37.550928, 126.981564 37.550945, 126.981516 37.550966, 126.98147 37.55099, 126.981216 37.55114, 126.981207 37.551145, 126.981161 37.551173, 126.981161 37.551173, 126.981157 37.551175, 126.981111 37.551207, 126.981069 37.551242, 126.981032 37.551281, 126.981022 37.551295))"
학교,폴리곤50m,"POLYGON ((126.980996 37.551334, 126.980975 37.551375, 126.980958 37.551418, 126.980947 37.551461, 126.980941 37.551506, 126.980941 37.551551, 126.980946 37.551595, 126.980957 37.551639, 126.980973 37.551681, 126.980994 37.551723, 126.981021 37.551762, 126.981052 37.551799, 126.981088 37.551834, 126.981128 37.551865, 126.981171 37.551893, 126.981218 37.551918, 126.981268 37.551939, 126.981319 37.551955, 126.981373 37.551968, 126.981428 37.551976, 126.981484 37.55198, 126.98154 37.55198, 126.981596 37.551975, 126.981651 37.551965, 126.981704 37.551952, 126.981756 37.551934, 126.981805 37.551913, 126.981851 37.551887, 126.981892 37.551862, 126.982142 37.551715, 126.982185 37.551687, 126.982225 37.551656, 126.98226 37.551621, 126.982291 37.551585, 126.982317 37.551546, 126.982339 37.551505, 126.982355 37.551462, 126.982366 37.551419, 126.982371 37.551375, 126.982371 37.55133, 126.982366 37.551286, 126.982355 37.551243, 126.982339 37.5512, 126.982317 37.551159, 126.982291 37.55112, 126.98226 37.551083, 126.982225 37.551049, 126.982218 37.551043, 126.982211 37.551037, 126.982021 37.550877, 126.981981 37.550846, 126.981937 37.550819, 126.981891 37.550795, 126.981841 37.550775, 126.981789 37.550759, 126.981736 37.550747, 126.981681 37.550739, 126.981625 37.550736, 126.98157 37.550737, 126.981514 37.550742, 126.98146 37.550752, 126.981407 37.550765, 126.981356 37.550783, 126.981308 37.550805, 126.981262 37.55083, 126.98122 37.550859, 126.981182 37.550891, 126.981147 37.550926, 126.981118 37.550964, 126.981092 37.551003, 126.981072 37.551044, 126.981058 37.551087, 126.981048 37.551131, 126.981028 37.551258, 126.981022 37.551292, 126.981006 37.551317, 126.980996 37.551334))"
학교,폴리곤50m,"POLYGON ((126.981048 37.551118, 126.981049 37.551161, 126.981055 37.551205, 126.981066 37.551247, 126.981082 37.551289, 126.981104 37.551329, 126.98113 37.551367, 126.98116 37.551403, 126.981195 37.551437, 126.981234 37.551468, 126.981276 37.551495, 126.981322 37.551519, 126.98137 37.55154, 126.98142 37.551557, 126.981473 37.55157, 126.981526 37.551579, 126.981581 37.551583, 126.981635 37.551584, 126.98169 37.55158, 126.981744 37.551572, 126.981796 37.55156, 126.981847 37.551544, 126.981896 37.551524, 126.981942 37.5515, 126.981985 37.551473, 126.982024 37.551443, 126.98206 37.55141, 126.982166 37.551302, 126.982198 37.551265, 126.982226 37.551227, 126.982248 37.551187, 126.982265 37.551145, 126.982278 37.551101, 126.982284 37.551058, 126.982286 37.551013, 126.982282 37.550969, 126.982272 37.550926, 126.982257 37.550883, 126.982237 37.550842, 126.982212 37.550803, 126.982182 37.550765, 126.982148 37.55073, 126.98211 37.550698, 126.982068 37.55067, 126.982023 37.550644, 126.981974 37.550622, 126.981924 37.550604, 126.981871 37.550591, 126.981753 37.550565, 126.981698 37.550555, 126.981642 37.550549, 126.981585 37.550549, 126.981529 37.550552, 126.981473 37.55056, 126.981418 37.550573, 126.981366 37.55059, 126.981316 37.55061, 126.981268 37.550635, 126.981224 37.550664, 126.981184 37.550695, 126.981148 37.55073, 126.981117 37.550768, 126.98109 37.550807, 126.981069 37.550849, 126.981052 37.550892, 126.981042 37.550937, 126.981037 37.550981, 126.981037 37.551027, 126.981044 37.551071, 126.981049 37.551097, 126.981048 37.551118))"
학교,폴리곤50m,"POLYGON ((126.988327 37.545255, 126.98835 37.545319, 126.988382 37.545414, 126.988402 37.545481, 126.988403 37.545484, 126.988421 37.545535, 126.988461 37.545626, 126.988528 37.545778, 126.988531 37.545784, 126.988545 37.545816, 126.988568 37.545859, 126.988596 37.545899, 126.988629 37.545937, 126.988666 37.545972, 126.988708 37.546003, 126.988754 37.546032, 126.988792 37.546053, 126.988839 37.546076, 126.988888 37.546095, 126.98894 37.546111, 126.988993 37.546123, 126.989047 37.54613, 126.989102 37.546133, 126.989157 37.546132, 126.989212 37.546126, 126.989234 37.546122, 126.98929 37.546123, 126.989347 37.546119, 126.989403 37.54611, 126.989458 37.546097, 126.989511 37.54608, 126.989561 37.546059, 126.989608 37.546033, 126.989652 37.546004, 126.989692 37.545972, 126.989728 37.545937, 126.989759 37.545899, 126.989785 37.545858, 126.989806 37.545816, 126.989821 37.545772, 126.989865 37.545618, 126.989874 37.545577, 126.989879 37.545535, 126.989878 37.545492, 126.989872 37.54545, 126.989862 37.545409, 126.989846 37.545369, 126.98984 37.545357, 126.989838 37.545344, 126.989827 37.545302, 126.989811 37.545262, 126.989791 37.545223, 126.989781 37.545208, 126.98984 37.545168, 126.989908 37.545122, 126.989909 37.545121, 126.990053 37.545022, 126.990094 37.544991, 126.990131 37.544957, 126.990164 37.54492, 126.990191 37.544881, 126.990214 37.54484, 126.990231 37.544797, 126.990243 37.544753, 126.99025 37.544708, 126.99025 37.544663, 126.990245 37.544618, 126.990235 37.544574, 126.990226 37.544544, 126.990208 37.544485, 126.990195 37.544446, 126.990181 37.544398, 126.99014 37.544261, 126.990071 37.544032, 126.990055 37.543989, 126.990034 37.543948, 126.990007 37.543908, 126.989976 37.543871, 126.989941 37.543836, 126.989901 37.543804, 126.989857 37.543776, 126.989811 37.543751, 126.989761 37.54373, 126.989709 37.543713, 126.989655 37.5437, 126.989599 37.543691, 126.989543 37.543687, 126.989487 37.543688, 126.989467 37.54369, 126.989438 37.543689, 126.989383 37.543693, 126.989329 37.543701, 126.989276 37.543713, 126.989224 37.543729, 126.989175 37.54375, 126.989129 37.543773, 126.989086 37.543801, 126.989046 37.543831, 126.98901 37.543865, 126.988979 37.543901, 126.988952 37.543939, 126.98893 37.54398, 126.988913 37.544021, 126.988901 37.544064, 126.988894 37.544108, 126.988894 37.544116, 126.988867 37.54412, 126.988801 37.54413, 126.98879 37.544131, 126.988754 37.544137, 126.988672 37.54415, 126.988666 37.544151, 126.988582 37.544164, 126.988556 37.544169, 126.988501 37.54418, 126.988448 37.544195, 126.988398 37.544214, 126.98835 37.544238, 126.988305 37.544265, 126.988264 37.544295, 126.988226 37.544329, 126.988193 37.544365, 126.988165 37.544404, 126.988142 37.544444, 126.988124 37.544487, 126.988111 37.54453, 126.988104 37.544575, 126.988102 37.544619, 126.988106 37.544664, 126.988116 37.544708, 126.988131 37.544751, 126.988134 37.54476, 126.988135 37.544761, 126.98814 37.544775, 126.988163 37.544836, 126.988193 37.544918, 126.988195 37.544922, 126.988215 37.544974, 126.988241 37.545044, 126.988245 37.545054, 126.988268 37.545108, 126.98829 37.545176, 126.988304 37.545211, 126.988321 37.545244, 126.988325 37.545252, 126.988327 37.545255))"
학교,폴리곤50m,"POLYGON ((126.978175 37.546027, 126.978187 37.546043, 126.978188 37.546044, 126.978227 37.546093, 126.978274 37.546151, 126.978304 37.546186, 126.978339 37.546218, 126.978377 37.546247, 126.978418 37.546274, 126.978462 37.546297, 126.978509 37.546317, 126.978557 37.546333, 126.978608 37.546346, 126.97866 37.546354, 126.978878 37.546383, 126.978885 37.546384, 126.979079 37.546408, 126.979305 37.546437, 126.979307 37.546437, 126.979553 37.546469, 126.979821 37.546504, 126.979995 37.546526, 126.980075 37.546541, 126.980091 37.546546, 126.980142 37.546561, 126.980196 37.546574, 126.980252 37.546584, 126.980308 37.546588, 126.980365 37.546588, 126.980422 37.546584, 126.980477 37.546575, 126.980531 37.546562, 126.980584 37.546544, 126.980633 37.546523, 126.98068 37.546497, 126.980724 37.546468, 126.980763 37.546436, 126.980799 37.5464, 126.980829 37.546362, 126.980855 37.546322, 126.980875 37.54628, 126.980912 37.546191, 126.980968 37.54606, 126.980969 37.546058, 126.981003 37.545975, 126.981015 37.545973, 126.981067 37.545961, 126.981159 37.545934, 126.981209 37.545917, 126.981257 37.545897, 126.981302 37.545872, 126.981344 37.545845, 126.981382 37.545814, 126.981417 37.545781, 126.981447 37.545745, 126.981473 37.545707, 126.981495 37.545668, 126.981507 37.545642, 126.981592 37.545649, 126.981646 37.545652, 126.981701 37.545651, 126.981755 37.545645, 126.981808 37.545635, 126.98186 37.545621, 126.98191 37.545603, 126.981957 37.545582, 126.982002 37.545557, 126.982043 37.545528, 126.982081 37.545497, 126.982114 37.545463, 126.982144 37.545426, 126.982169 37.545388, 126.982189 37.545347, 126.982204 37.545305, 126.982214 37.545263, 126.982219 37.545219, 126.982224 37.545124, 126.982224 37.545119, 126.982225 37.545071, 126.982226 37.545059, 126.982226 37.545019, 126.982227 37.54485, 126.982227 37.544848, 126.982228 37.544807, 126.982238 37.544781, 126.982249 37.544734, 126.982253 37.544712, 126.982259 37.544664, 126.982258 37.544615, 126.98225 37.544567, 126.982242 37.544531, 126.982229 37.544488, 126.982211 37.544446, 126.982188 37.544406, 126.982161 37.544368, 126.982128 37.544332, 126.982092 37.544299, 126.982051 37.544269, 126.982007 37.544242, 126.98196 37.544218, 126.98191 37.544199, 126.981858 37.544183, 126.981745 37.544155, 126.981603 37.544117, 126.981501 37.54409, 126.981498 37.544089, 126.981395 37.544062, 126.981249 37.544021, 126.981198 37.544009, 126.981126 37.543995, 126.981102 37.543989, 126.981086 37.543985, 126.981053 37.543974, 126.981018 37.543963, 126.981015 37.543959, 126.980985 37.543923, 126.98095 37.54389, 126.980911 37.543859, 126.980869 37.543832, 126.980824 37.543808, 126.980776 37.543788, 126.980725 37.543771, 126.980673 37.543758, 126.98067 37.543758, 126.980653 37.543752, 126.980597 37.543733, 126.980532 37.543715, 126.980466 37.543703, 126.980414 37.543696, 126.980361 37.543691, 126.980308 37.54369, 126.980255 37.543693, 126.980202 37.543701, 126.980151 37.543712, 126.980101 37.543726, 126.97991 37.543792, 126.979788 37.543833, 126.979783 37.543835, 126.979488 37.543938, 126.979193 37.544025, 126.979141 37.544043, 126.979092 37.544065, 126.979046 37.54409, 126.978989 37.544125, 126.978946 37.544154, 126.978914 37.54418, 126.978897 37.544184, 126.978845 37.544202, 126.978796 37.544224, 126.97875 37.54425, 126.978707 37.544279, 126.978668 37.544311, 126.978633 37.544346, 126.978603 37.544384, 126.978578 37.544424, 126.978558 37.544466, 126.978543 37.544503, 126.978369 37.544914, 126.978367 37.544918, 126.978285 37.545119, 126.978196 37.545327, 126.978196 37.545329, 126.978139 37.545465, 126.978082 37.545603, 126.978067 37.545645, 126.978058 37.545689, 126.978053 37.545733, 126.978055 37.545777, 126.978061 37.54582, 126.978073 37.545863, 126.978091 37.545905, 126.978113 37.545945, 126.97814 37.545984, 126.978168 37.546019, 126.978175 37.546027))"
학교,폴리곤50m,"POLYGON ((126.979832 37.545921, 126.979801 37.545997, 126.979786 37.546038, 126.979777 37.546081, 126.979773 37.546123, 126.979773 37.546166, 126.979779 37.546209, 126.97979 37.546251, 126.979806 37.546292, 126.979827 37.546332, 126.979853 37.54637, 126.979883 37.546406, 126.979917 37.546439, 126.979955 37.54647, 126.979996 37.546497, 126.980041 37.546522, 126.980088 37.546542, 126.980138 37.54656, 126.980172 37.54657, 126.980211 37.546584, 126.980255 37.546604, 126.980262 37.546607, 126.980285 37.546619, 126.980339 37.546643, 126.980396 37.546662, 126.980455 37.546676, 126.980516 37.546685, 126.980904 37.546725, 126.981068 37.546746, 126.981087 37.546748, 126.981409 37.54678, 126.981415 37.546781, 126.981432 37.546783, 126.981433 37.546783, 126.981442 37.546784, 126.981496 37.546788, 126.98155 37.546787, 126.981605 37.546783, 126.981658 37.546774, 126.98171 37.546761, 126.98176 37.546745, 126.981808 37.546724, 126.981853 37.5467, 126.981896 37.546673, 126.981934 37.546643, 126.981969 37.546609, 126.982 37.546574, 126.982026 37.546536, 126.982048 37.546496, 126.982065 37.546455, 126.982076 37.546412, 126.982115 37.54623, 126.982116 37.546223, 126.982135 37.546126, 126.982135 37.546124, 126.982137 37.546118, 126.982137 37.546117, 126.982157 37.546038, 126.982159 37.546032, 126.982164 37.546014, 126.982183 37.545934, 126.982183 37.545933, 126.982186 37.545918, 126.982193 37.545881, 126.982196 37.545844, 126.982196 37.545844, 126.982203 37.54574, 126.982203 37.545736, 126.982211 37.545667, 126.982213 37.545654, 126.982215 37.545621, 126.98222 37.54557, 126.982222 37.54552, 126.982217 37.545427, 126.982217 37.545426, 126.982214 37.545357, 126.982214 37.545346, 126.982214 37.54533, 126.982216 37.545275, 126.982219 37.54522, 126.982218 37.545175, 126.982212 37.54513, 126.9822 37.545086, 126.982183 37.545043, 126.98216 37.545002, 126.982133 37.544962, 126.9821 37.544925, 126.982063 37.544891, 126.982022 37.54486, 126.981978 37.544832, 126.98193 37.544808, 126.981879 37.544788, 126.981826 37.544773, 126.981771 37.544761, 126.981715 37.544754, 126.981578 37.544742, 126.981525 37.544737, 126.98152 37.544736, 126.981416 37.544727, 126.981411 37.544727, 126.9813 37.544718, 126.981246 37.544709, 126.981189 37.544702, 126.981132 37.544699, 126.981074 37.544702, 126.981017 37.544709, 126.980962 37.54472, 126.980908 37.544736, 126.980856 37.544756, 126.980808 37.54478, 126.980762 37.544808, 126.98072 37.54484, 126.980683 37.544875, 126.98065 37.544912, 126.980623 37.544953, 126.980601 37.544992, 126.980579 37.544986, 126.980526 37.544975, 126.980471 37.544967, 126.980416 37.544964, 126.980361 37.544965, 126.980306 37.54497, 126.980252 37.54498, 126.9802 37.544994, 126.980149 37.545012, 126.980101 37.545033, 126.980056 37.545058, 126.980014 37.545087, 126.979976 37.545119, 126.979941 37.545153, 126.979912 37.54519, 126.979887 37.54523, 126.979866 37.545271, 126.979848 37.545314, 126.979826 37.545366, 126.979804 37.545417, 126.979774 37.545488, 126.979771 37.545494, 126.979759 37.545524, 126.979744 37.545566, 126.979735 37.54561, 126.979731 37.545654, 126.979732 37.545699, 126.979739 37.545743, 126.979752 37.545786, 126.97977 37.545828, 126.979792 37.545869, 126.97982 37.545907, 126.979832 37.545921))"
학교,폴리곤50m,"POLYGON ((126.963193 37.55053, 126.963198 37.550565, 126.963205 37.550599, 126.963215 37.550641, 126.963231 37.550681, 126.963251 37.55072, 126.963275 37.550757, 126.963304 37.550793, 126.963337 37.550826, 126.963373 37.550856, 126.96339 37.550869, 126.963426 37.550914, 126.963461 37.550954, 126.963494 37.550987, 126.96351 37.551007, 126.963542 37.551041, 126.963579 37.551073, 126.963619 37.551102, 126.963662 37.551128, 126.963708 37.551151, 126.963757 37.55117, 126.963808 37.551185, 126.96386 37.551196, 126.963913 37.551203, 126.963967 37.551206, 126.963997 37.551207, 126.964008 37.551207, 126.964049 37.551213, 126.964105 37.551217, 126.964161 37.551217, 126.964216 37.551212, 126.964271 37.551203, 126.964324 37.55119, 126.964379 37.551174, 126.964386 37.551174, 126.964439 37.55117, 126.964492 37.551162, 126.964544 37.551149, 126.964594 37.551133, 126.964642 37.551114, 126.964687 37.551091, 126.964729 37.551064, 126.964768 37.551034, 126.964769 37.551034, 126.964778 37.551033, 126.964833 37.551022, 126.964885 37.551006, 126.964936 37.550987, 126.964949 37.55098, 126.965027 37.550966, 126.965109 37.550951, 126.965277 37.550923, 126.965327 37.550913, 126.965375 37.550899, 126.965422 37.550882, 126.965466 37.550862, 126.965508 37.550838, 126.965548 37.550811, 126.965564 37.550799, 126.965636 37.550752, 126.965676 37.550723, 126.965713 37.550691, 126.965746 37.550656, 126.965774 37.550618, 126.965798 37.550579, 126.965816 37.550538, 126.96583 37.550495, 126.965838 37.550452, 126.965841 37.550409, 126.965841 37.550392, 126.965846 37.550368, 126.965851 37.550324, 126.965851 37.55028, 126.965845 37.550236, 126.965834 37.550193, 126.965818 37.550151, 126.965796 37.55011, 126.96577 37.550072, 126.965739 37.550031, 126.965707 37.549986, 126.965702 37.549979, 126.965679 37.549949, 126.965656 37.549921, 126.96563 37.549894, 126.965597 37.549862, 126.965569 37.549837, 126.965511 37.549789, 126.965468 37.549756, 126.965415 37.549721, 126.965375 37.549696, 126.965333 37.549675, 126.965296 37.549658, 126.965267 37.549644, 126.965214 37.549623, 126.965117 37.549563, 126.965107 37.549557, 126.965092 37.549548, 126.965072 37.549521, 126.965043 37.549486, 126.965011 37.549453, 126.964974 37.549422, 126.964934 37.549395, 126.964891 37.54937, 126.964834 37.549341, 126.964832 37.54934, 126.96478 37.549313, 126.964777 37.549311, 126.964702 37.549265, 126.964687 37.549256, 126.964636 37.549226, 126.964634 37.549225, 126.964608 37.549211, 126.964565 37.549188, 126.96452 37.549169, 126.964473 37.549153, 126.964409 37.549134, 126.964339 37.549118, 126.964266 37.549105, 126.964208 37.549097, 126.964149 37.549093, 126.96409 37.549095, 126.964031 37.549102, 126.963973 37.549113, 126.963918 37.54913, 126.963864 37.54915, 126.963816 37.549172, 126.96376 37.5492, 126.963708 37.549234, 126.963667 37.549264, 126.963652 37.549276, 126.96362 37.549301, 126.963602 37.549317, 126.963578 37.549335, 126.963539 37.549368, 126.963504 37.549403, 126.963495 37.549416, 126.963464 37.54943, 126.963421 37.549456, 126.963377 37.549485, 126.963332 37.549518, 126.96328 37.54956, 126.963244 37.549588, 126.963205 37.549619, 126.963171 37.549654, 126.963141 37.549691, 126.963116 37.549731, 126.963096 37.549772, 126.963081 37.549815, 126.963072 37.549858, 126.963067 37.549902, 126.963069 37.549946, 126.963078 37.550049, 126.963079 37.550067, 126.963083 37.5501, 126.96309 37.550133, 126.963123 37.550264, 126.963142 37.55034, 126.963143 37.550341, 126.963171 37.550454, 126.963179 37.550483, 126.963191 37.550526, 126.963193 37.55053))"
학교,폴리곤50m,"POLYGON ((126.967728 37.545804, 126.967694 37.545802, 126.96764 37.545802, 126.967587 37.545806, 126.967389 37.545829, 126.967334 37.545838, 126.967281 37.54585, 126.967229 37.545867, 126.96718 37.545888, 126.967134 37.545912, 126.967091 37.545941, 126.967051 37.545972, 126.967016 37.546006, 126.966985 37.546043, 126.966959 37.546082, 126.966937 37.546123, 126.966921 37.546165, 126.96691 37.546209, 126.966905 37.546253, 126.966905 37.546297, 126.96691 37.546341, 126.966921 37.546385, 126.966937 37.546427, 126.966959 37.546468, 126.967065 37.546646, 126.967124 37.546756, 126.967149 37.546797, 126.967179 37.546836, 126.967214 37.546872, 126.967253 37.546905, 126.967297 37.546935, 126.967343 37.546961, 126.967393 37.546983, 126.967446 37.547001, 126.9675 37.547015, 126.967556 37.547024, 126.967613 37.547029, 126.96767 37.547029, 126.967727 37.547025, 126.967783 37.547016, 126.96783 37.547007, 126.967867 37.547009, 126.967923 37.547009, 126.967979 37.547003, 126.968034 37.546994, 126.968061 37.546987, 126.968076 37.546988, 126.968131 37.54699, 126.968185 37.546987, 126.96824 37.54698, 126.968293 37.546968, 126.968344 37.546953, 126.968393 37.546934, 126.96844 37.546911, 126.968484 37.546884, 126.968524 37.546855, 126.96856 37.546822, 126.968593 37.546787, 126.96862 37.546749, 126.968644 37.546709, 126.968653 37.546691, 126.968681 37.546639, 126.9687 37.546596, 126.968714 37.546552, 126.968722 37.546507, 126.968724 37.546461, 126.968721 37.546416, 126.968712 37.546371, 126.968711 37.546369, 126.968709 37.546347, 126.968703 37.546303, 126.968691 37.546261, 126.968674 37.546219, 126.968652 37.546179, 126.968626 37.546141, 126.968595 37.546105, 126.968559 37.546072, 126.96852 37.546041, 126.968483 37.546018, 126.96846 37.545986, 126.968427 37.545951, 126.968391 37.545918, 126.968351 37.545888, 126.968307 37.545861, 126.96826 37.545838, 126.968211 37.545819, 126.96816 37.545803, 126.968106 37.545792, 126.968052 37.545785, 126.967997 37.545782, 126.967942 37.545783, 126.967888 37.545788, 126.967848 37.545794, 126.967826 37.545795, 126.967728 37.545804))"
